B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WU20,F,F,F,T,Adapter/scaffold protein,FRS2,Fibroblast growth factor receptor substrate 2,Epididymis secretory sperm binding protein; FGFR signalling adaptor; FGFR substrate 2; FGFR-signaling adaptor SNT; Fibroblast growth factor receptor substrate 2; FRS1A; FRS2; FRS2A; FRS2alpha; SNT; SNT-1; SNT1; Suc1-associated neurotrophic factor target 1,,"57,029","Adapter protein that links activated FGR and NGF receptors to downstream signaling pathways. Plays an important role in the activation of MAP kinases and in the phosphorylation of PIK3R1,the regulatory subunit of phosphatidylinositol 3-kinase,in response to ligand-mediated activation of FGFR1.",http://www.phosphonet.ca/default.aspx?search=Q8WU20,,,,https://www.uniprot.org/uniprotkb/Q8WU20/entry,1099,https://www.phosphosite.org/proteinAction.action?id=1099&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49407,F,F,F,T,Adapter/scaffold protein,ARRB1,Beta-arrestin-1,"ARB1; ARR1; ARRB1; arrestin 2; arrestin beta 1; Arrestin beta-1; arrestin,beta 1; beta-arrestin; Beta-arrestin-1; Non-visual arrestin-2",,"47,066","An arrestin protein of the beta-arrestin protein family that function in regulating agonist-mediated G-protein coupled receptor (GPCR) signaling by mediating receptor desensitization. Also play roles in receptor resensitization processes. Acts as a cofactor in the beta-adrenergic receptor kinase (BARK) mediated desensitization of beta-adrenergic receptors. During homologous desensitization,beta-arrestins bind to the GPRK-phosphorylated receptor and sterically preclude its coupling to the cognate G-protein; the binding appears to require additional receptor determinants exposed only in the active receptor conformation. The beta-arrestins target many receptors for internalization by acting as endocytic adapters (CLASPs,clathrin-associated sorting proteins) and recruiting the GPRCs to the adapter protein 2 complex 2 (AP-2) in clathrin-coated pits (CCPs). However,the extent of beta-arrestin involvement appears to vary significantly depending on the receptor,agonist and cell type. Internalized arrestin-receptor complexes traffic to intracellular endosomes,where they remain uncoupled from G-proteins.",http://www.phosphonet.ca/default.aspx?search=P49407,,,,https://www.uniprot.org/uniprotkb/P49407/entry,524,https://www.phosphosite.org/proteinAction.action?id=524&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN1031,https://kinexus-ca.myshopify.com/products/ab-PN1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P32121,F,F,F,T,Adapter/scaffold protein,ARRB2,Beta-arrestin-2,"ARB2; ARR2; ARRB2; arrestin 3; arrestin beta 2; Arrestin beta-2; arrestin,beta 2; BARR2; Beta-arrestin-2; DKFZp686L0365; Non-visual arrestin-3",,"46,106","A member of the arrestin/beta-arrestin protein family that function in regulating agonist-mediated G-protein coupled receptor (GPCR) signaling by mediating receptor desensitization. Also play roles in receptor resensitization processes. Acts as a cofactor in the beta-adrenergic receptor kinase (BARK) mediated desensitization of beta-adrenergic receptors. During homologous desensitization,beta-arrestins bind to the GPRK-phosphorylated receptor and sterically preclude its coupling to the cognate G-protein; the binding appears to require additional receptor determinants exposed only in the active receptor conformation. The beta-arrestins target many receptors for internalization by acting as endocytic adapters (CLASPs,clathrin-associated sorting proteins) and recruiting the GPRCs to the adapter protein 2 complex 2 (AP-2) in clathrin-coated pits (CCPs). However,the extent of beta-arrestin involvement appears to vary significantly depending on the receptor,agonist and cell type. Internalized arrestin-receptor complexes traffic to intracellular endosomes,where they remain uncoupled from G-proteins. Expressed at high levels in the CNS and peripheral blood leukocytes.",http://www.phosphonet.ca/default.aspx?search=P32121,,,,https://www.uniprot.org/uniprotkb/P32121/entry,2625,https://www.phosphosite.org/proteinAction.action?id=2625&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46108,F,F,F,T,Adapter/scaffold protein,CRK,Adapter molecule crk,"Adapter molecule crk; avian sarcoma virus CT10 (v-crk) oncogene homolog; CRK; CRK proto-oncogene,adaptor protein; CRKII; p38; Proto-oncogene c-Crk; v-crk avian sarcoma virus CT10 oncogene homolog; v-crk sarcoma virus CT10 oncogene homolog (avian); v-crk sarcoma virus CT10 oncogene-like protein",,"33,831","Isoform Crk-II: Regulates cell adhesion,spreading and migration. Mediates attachment-induced MAPK8 activation,membrane ruffling and cell motility in a Rac-dependent manner. Involved in phagocytosis of apoptotic cells and cell motility via its interaction with DOCK1 and DOCK4. May regulate the EFNA5-EPHA3 signaling. Belongs to the CRK family.",http://www.phosphonet.ca/default.aspx?search=P46108,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P46108,,https://www.uniprot.org/uniprotkb/P46108/entry,1083,https://www.phosphosite.org/proteinAction.action?id=1083&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46109,F,F,F,T,Adapter/scaffold protein,CRKL,Crk-like protein,"CRK like proto-oncogene,adaptor protein; Crk-like protein; CRKL; v-crk avian sarcoma virus CT10 oncogene homolog-like; v-crk sarcoma virus CT10 oncogene homolog (avian)-like",,"33,777",May mediate the transduction of intracellular signals. Belongs to the CRK family.,http://www.phosphonet.ca/default.aspx?search=P46109,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P46109,,https://www.uniprot.org/uniprotkb/P46109/entry,1084,https://www.phosphosite.org/proteinAction.action?id=1084&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PKX4,F,F,F,T,Adapter/scaffold protein,DOK6,Docking protein 6,Docking protein 5-like; Docking protein 6; DOK5L; DOK6; Downstream of tyrosine kinase 6; HsT3226; MGC20785,,"38,318",DOK proteins are enzymatically inert adaptor or scaffolding proteins. They provide a docking platform for the assembly of multimolecular signaling complexes. DOK6 promotes Ret-mediated neurite growth. May have a role in brain development and/or maintenance. Belongs to the DOK family. Type B subfamily.,http://www.phosphonet.ca/default.aspx?search=Q6PKX4,,,,https://www.uniprot.org/uniprotkb/Q6PKX4/entry,7389,https://www.phosphosite.org/proteinAction.action?id=7389&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13322,F,F,F,T,Adapter/scaffold protein,GRB10,Growth factor receptor-bound protein 10,Grb-10; GRB-IR; GRB10; GRB10 adapter protein; GRB10 adaptor protein; GRBIR; growth factor receptor bound protein 10; Growth factor receptor-bound protein 10; Insulin receptor-binding protein Grb-IR; IRBP; KIAA0207; maternally expressed gene 1; MEG1; RSS,,"67,231","Adapter protein which modulates coupling of a number of cell surface receptor kinases with specific signaling pathways. Binds to,and suppress signals from,activated receptors tyrosine kinases,including the insulin (INSR) and insulin-like growth factor (IGF1R) receptors. The inhibitory effect can be achieved by 2 mechanisms: interference with the signaling pathway and increased receptor degradation. Delays and reduces AKT1 phosphorylation in response to insulin stimulation. Blocks association between INSR and IRS1 and IRS2 and prevents insulin-stimulated IRS1 and IRS2 tyrosine phosphorylation. Recruits NEDD4 to IGF1R,leading to IGF1R ubiquitination,increased internalization and degradation by both the proteasomal and lysosomal pathways. May play a role in mediating insulin-stimulated ubiquitination of INSR,leading to proteasomal degradation. Negatively regulates Wnt signaling by interacting with LRP6 intracellular portion and interfering with the binding of AXIN1 to LRP6. Positive regulator of the KDR/VEGFR-2 signaling pathway. May inhibit NEDD4-mediated degradation of KDR/VEGFR-2. Belongs to the GRB7/10/14 family. ",http://www.phosphonet.ca/default.aspx?search=Q13322,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q13322,,https://www.uniprot.org/uniprotkb/Q13322/entry,1091,https://www.phosphosite.org/proteinAction.action?id=1091&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35568,F,F,F,T,Adapter/scaffold protein,IRS1,HIRS-1; Insulin receptor substrate 1; IRS-1; IRS1,IRS-1; Insulin receptor substrate 1; IRS-1; IRS1,,"131,591",May mediate the control of various cellular processes by insulin. When phosphorylated by the insulin receptor binds specifically to various cellular proteins containing SH2 domains such as phosphatidylinositol 3-kinase p85 subunit or GRB2. Activates phosphatidylinositol 3-kinase when bound to the regulatory p85 subunit.,http://www.phosphonet.ca/default.aspx?search=P35568,,,http://www.drugpronet.ca/ProteinInfoResult.aspx?query_string=P35568,https://www.uniprot.org/uniprotkb/P35568/entry,855,https://www.phosphosite.org/proteinAction.action?id=855&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN831,https://kinexus-ca.myshopify.com/products/ab-PN831,PN960,https://kinexus-ca.myshopify.com/products/ab-PN960,PN1032,https://kinexus-ca.myshopify.com/products/ab-PN1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49023,F,F,F,T,Adapter/scaffold protein,PAXI,Paxillin,FLJ16691; PAXI; Paxillin; PXN; testicular tissue protein Li 134,,"64,505",Cytoskeletal protein involved in actin-membrane attachment at sites of cell adhesion to the extracellular matrix (focal adhesion). Belongs to the paxillin family.,http://www.phosphonet.ca/default.aspx?search=P49023,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P49023,,https://www.uniprot.org/uniprotkb/P49023/entry,3521,https://www.phosphosite.org/proteinAction.action?id=3521&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P29353,F,F,F,T,Adapter/scaffold protein,SHC1,SHC-transforming protein 1,FLJ26504; SH2 domain protein C1; SHC; SHC (Src homology 2 domain containing) transforming protein 1; SHC (Src homology 2 domain-containing) transforming protein 1; SHC adaptor protein 1; SHC-transforming protein 1; SHC-transforming protein 3; SHC-transforming protein A; SHC1; SHCA; Src homology 2 domain-containing-transforming protein C1,,"62,822","Signaling adapter that couples activated growth factor receptors to signaling pathways. Participates in a signaling cascade initiated by activated KIT and KITLG/SCF. Isoform p46Shc and isoform p52Shc,once phosphorylated,couple activated receptor tyrosine kinases to Ras via the recruitment of the GRB2/SOS complex and are implicated in the cytoplasmic propagation of mitogenic signals. Isoform p46Shc and isoform p52Shc may thus function as initiators of the Ras signaling cascade in various non-neuronal systems. Isoform p66Shc does not mediate Ras activation,but is involved in signal transduction pathways that regulate the cellular response to oxidative stress and life span. Isoform p66Shc acts as a downstream target of the tumor suppressor p53 and is indispensable for the ability of stress-activated p53 to induce elevation of intracellular oxidants,cytochrome c release and apoptosis. The expression of isoform p66Shc has been correlated with life span. Participates in signaling downstream of the angiopoietin receptor TEK/TIE2,and plays a role in the regulation of endothelial cell migration and sprouting angiogenesis.",http://www.phosphonet.ca/default.aspx?search=P29353,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P29353,,https://www.uniprot.org/uniprotkb/P29353/entry,1043,https://www.phosphosite.org/proteinAction.action?id=1043&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN985,https://kinexus-ca.myshopify.com/products/ab-PN985,PN986,https://kinexus-ca.myshopify.com/products/ab-PN986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07157,F,F,F,T,Adapter/scaffold protein,ZO1,Tight junction protein ZO-1,DKFZp686M05161; MGC133289; Tight junction protein 1; tight junction protein 1 (zona occludens 1); Tight junction protein ZO-1; TJP1; ZO-1; ZO1; zona occludens 1; Zona occludens protein 1; zonula occludens 1 protein; Zonula occludens protein 1,,"195,459","TJP1,TJP2,and TJP3 are closely related scaffolding proteins that link tight junction (TJ) transmembrane proteins such as claudins,junctional adhesion molecules,and occludin to the actin cytoskeleton. The tight junction acts to limit movement of substances through the paracellular space and as a boundary between the compositionally distinct apical and basolateral plasma membrane domains of epithelial and endothelial cells. Necessary for lumenogenesis,and particularly efficient epithelial polarization and barrier formation. Plays a role in the regulation of cell migration by targeting CDC42BPB to the leading edge of migrating cells. Plays an important role in podosome formation and associated function,thus regulating cell adhesion and matrix remodeling. With TJP2 and TJP3,participates to the junctional retention and stability of the transcription factor DBPA,but is not involved in its shuttling to the nucleus. Belongs to the MAGUK family.",http://www.phosphonet.ca/default.aspx?search=Q07157,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q07157,,https://www.uniprot.org/uniprotkb/Q07157/entry,3277,https://www.phosphosite.org/proteinAction.action?id=3277&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14160,F,F,F,T,Adapter/scaffold protein; Cell adhesion protein,SCRIB,Protein scribble homolog,CRIB1; hScrib; KIAA0147; LAP4; Protein LAP4; Protein scribble homolog; SCRB1; SCRIB; SCRIB1; Scribble; Scribble iso3; scribble planar cell polarity protein; scribbled homolog; scribbled homolog (Drosophila); scribbled planar cell polarity protein; VARTUL,,"177,724",Scaffold protein involved in different aspects of polarized cells differentiation regulating epithelial and neuronal morphogenesis. Most probably functions in the establishment of apico-basal cell polarity. May function in cell proliferation regulating progression from G1 to S phase and as a positive regulator of apoptosis for instance during acinar morphogenesis of the mammary epithelium. May also function in cell migration and adhesion and hence regulate cell invasion through MAPK signaling. May play a role in exocytosis and in the targeting synaptic vesicles to synapses. Functions as an activator of Rac GTPase activity. Belongs to the LAP (LRR and PDZ) protein family.,http://www.phosphonet.ca/default.aspx?search=Q14160,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q14160,,https://www.uniprot.org/uniprotkb/Q14160/entry,5125101,https://www.phosphosite.org/proteinAction.action?id=5125101&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P31946,F,F,F,T,Adaptor/scaffold protein,YWHAB/YWHAA (14-3-3-B/A),14-3-3 protein beta/alpha,"14-3-3 alpha; 14-3-3 beta; 14-3-3 protein beta/alpha; 14-3-3 protein beta/alpha,N-terminally processed; 1433B; brain protein 14-3-3,beta isoform; epididymis secretory protein Li 1; GW128; HEL-S-1; HS1; KCIP-1; Protein 1054; Protein kinase C inhibitor protein 1; protein kinase C inhibitor protein-1; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein,alpha polypeptide; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein,beta polypeptide; YWHAA; YWHAB",,"28,082","A protein of the 14-3-3 family of proteins implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners,usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. Negative regulator of osteogenesis. Blocks the nuclear translocation of the phosphorylated form (by AKT1) of SRPK2 and antagonizes its stimulatory effect on cyclin D1 expression resulting in blockage of neuronal apoptosis elicited by SRPK2. Negative regulator of signaling cascades that mediate activation of MAP kinases via AKAP13. Belongs to the 14-3-3 family",http://www.phosphonet.ca/default.aspx?search=P31946,,,,https://www.uniprot.org/uniprotkb/P31946/entry,3606,https://www.phosphosite.org/proteinAction.action?id=3606&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,NN452-1,https://kinexus-ca.myshopify.com/products/ab-NN452-1,NN452-2,https://kinexus-ca.myshopify.com/products/ab-NN452-2,NN441-2,https://kinexus-ca.myshopify.com/products/ab-NN441-2,NN441-3,https://kinexus-ca.myshopify.com/products/ab-NN441-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P62258,F,F,F,T,Adaptor/scaffold protein,YWHAE (14-3-3-E),14-3-3 protein epsilon,"14-3-3 epsilon; 14-3-3 protein epsilon; 14-3-3E; 1433E; epididymis luminal protein 2; FLJ45465; FLJ53559; HEL2; KCIP-1; MDCR; MDS; mitochondrial import stimulation factor L subunit; protein kinase C inhibitor protein-1; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein,epsilon polypeptide; tyrosine 3/tryptophan 5 -monooxygenase activation protein,epsilon polypeptide; YWHAE",,"29,174","Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners,usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. Positively regulates phosphorylated protein HSF1 nuclear export to the cytoplasm. Belongs to the 14-3-3 family.",http://www.phosphonet.ca/default.aspx?search=P62258,,,,https://www.uniprot.org/uniprotkb/P62258/entry,3578,https://www.phosphosite.org/proteinAction.action?id=3578&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,NN451-1,https://kinexus-ca.myshopify.com/products/ab-NN451-1,NN451-3,https://kinexus-ca.myshopify.com/products/ab-NN451-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
