C1,C2,C3,C4,C5,C6,C7,C8,C13,C18,C23,C9,C19,C14,C24,C10,C15,C20,C25,C15,C11,C16,C21,C26,C12,C17,C22,C27,,,
P42261,,F,F,T,F,P42261,Adipose tissue,"Blood - Lymphoblastoid cells,T-lymphocytes (CD8+),natural killer (NK) lymphocytes,and B-lymphocytes *","Brain - Ammon's horn,frontal cortex,cerebellum,and temporal lobe*",Brain - Brodmann area 46*,"Brain - Cerebellum,temporal lobe,hippocampus,and cerebral cortex*",Brain - Entorhinal cortex,Brain - Frontal cortex,Brain - Hippocampus*,Brain - Temporal lobe,Eye - Optic nerve head - Astrocytes,Heart - Microvascular endothelial cells and middle septum*,Lung*,Lung - Lower lobe*,Lung - Microvascular - Endothelial cells,Skin - Fibroblasts,Spinal cord,Testis,Testis,Testis,,,,,
P42701,,F,F,T,F,P42701,Adipose tissue - Omental,Blood *,"Blood - Peripheral - CD4+ stem cells memory T-cells,CD4+ central memory T-cells,CD4+ effector memory T-cells,CD4+ T-large granular lymphocyte*","Blood - Peripheral - T-lymphocytes - CD8+,natural killer (NK) lymphocytes*",Bone marrow - Erythroid progenitor cells,Fetal - Amniotic fluid*,Heart - Left ventricular free wall and right atrial appendage - Myocardial cells*,Liver,Liver - Portal triad (portal tract),Lung*,Lung,Lung - Epithelial cells,Placenta,Placenta,Placenta - Basal plate (37-40 weeks),Spleen *,Vagina*,,,,,,,
P42702,,F,F,T,F,P42702,Adrenal gland*,"Blood - Erythroid progenitors - CD34+ and peripheral - T-lymphocytes - CD8+,B-lymphocytes,and natural killer (NK) lymphocytes*",Brain - Globus pallidus - Internal (medial) globus pallidus*,Brain - Substantia nigra,Chorion villus - Chorion villus cells*,"Colon - Ascending,terminal ileum,and sigmoid",Gall bladder*,Heart - Muscle - Cardiomyocyte,Heart - Right atrial appendage and left ventricular free wall - Myocardial cells,Kidney,Lung*,Lung - Alveolus - Cuboidal alveolar type 2 cells (AT2),Lung - Visceral pleura,Lung - Visceral pleura,Ovary,Placenta*,Placenta,Placenta - Basal plate (37-40 weeks),Stomach,Thyroid*,Thyroid gland,,,
P43080,,F,F,T,F,P43080,Astrocyte,"Blood - Erythroid progenitors - CD34,peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+ and CD4+,B-lymphocytes,lymphoblastoid cells,*","Brain - Associative striatum,dorsal striatum,striatum*","Brain - Caudate nucleus,nucleus accumbens,putamen","Brain - Caudate nucleus,nucleus accumbens,putamen",Brain - Cerebral cortex*,Brain - Frontal cortex*,"Eye - Retina,trabecular meshwork cells*",Fetal - Amniotic fluid,"Heart - Microvascular - Endothelial cells,Heart - Left ventricular free wall myocardial cells,right atrial appendage myocardial cells",Muscle - Skeletal myobules,Placenta - Basal plate (37-40 weeks),Sperm*,Testis*,Testis*,Testis,,,,,,,,
P43088,,F,F,T,F,P43088,Adipose tissue - Omental,Adrenal gland*,Airway - Bronchial - Muscle cells,Aorta - Aortic (vascular) smooth muscle cells,"Blood - Peripheral - T lymphocytes CD8+,natural killer (NK) lymphocytes,T lymphocytes CD4+*",Eye - Trabecular meshwork cells*,Female gonad,Kidney,Lung,Lung - Bronchial epithelial cells*,Lung - Bronchial smooth muscle cells*,Lung - Large airway epithelium cells,Lung - Microvascular - Endothelial cells*,Ovary*,Prostate gland*,Skin - Upper nates,Synovial joint - Fibroblast,Uterus - Myometrium,Uterus - Myometrium,,,,,
P43115,,F,F,T,F,P43115,Adipose tissue - Abdominal region,Adipose tissue - Abdominal region,"Adipose tissue - Omental,gluteal subcutaneous*",Adrenal gland,Blood - Erythroid progenitors - CD34+*,Breast*,Breast - Left internal mammary artery*,Fallopian tube,Gall bladder*,Heart - Microvascular - Endothelial cells,Kidney*,Kidney,Kidney - nephron tubule*,Liver,Lung - Microvascular - Endothelial cells,Skin,Skin - Epidermis,Stomach,Urinary system,Uterus*,Uterus - Myometrium,,,
P43116,,F,F,T,F,P43116,Airways - Bronchial smooth muscle cells*,Blood,"Blood - Lymphoblastoid cells,B-lymphocytes,macrophages - CD14+*",Blood - Peripheral - T cells*,Bone marrow *,Bone marrow - CD4+ T-cells,Brain - Cerebral artery,Colon,Eye - Pigmented layer of retina,Heart - Microvascular - Endothelial cells*,Lung,Mouth - Epithelial cells,Muscle - Skeletal muscle derived mesoangioblast,Ovary,Placenta,Placenta,Spinal cord - Cerebrospinal fluid cells,Spleen*,Stomach*,Synovial tissue*,Thyroid,,,
P43119,,F,F,T,F,P43119,Adipose tissue - Omental,Adrenal gland,Aorta - Root wall*,Blood - Peripheral - Leukocyte,"Blood - Peripheral - T-lymphocytes - CD8+,lymphoblastoid cells,T-lymphocytes - CD4+*",Blood vessel - Artery - Internal mammary artery wall*,Colon - Rectum*,Heart*,Heart*,Kidney*,Kidney,Liver,Lung*,Lung,Lung - Epithelial cells,Monocyte,Placenta,Placenta,Placenta - Basal plate (37-40 weeks),Saphenous vein,Spleen,,,
P43220,,F,F,T,F,P43220,Blood - Lymphoblastoid cells,Blood - Peripheral natural killer T-cells,Bone marrow*,Bone marrow - Plasma cells,Brain - Cerebral artery,Brain - Putamen,Colon,Colon - Sigmoid colonic mucosa*,Heart*,Heart - Microvascular - Endothelial cells*,"Heart - Myocardium,left ventricle*",Liver - Portal triad (portal tract)*,Lung - Microvascular - Endothelial cells*,Muscle - Vastus lateralis,Muscle - Vastus lateralis,Pancreas*,Tonsil - CD4+ resting T-cells,Tonsil - CD8+ resting T-cells,,,,,,
P43489,,F,F,T,F,P43489,Adipose tissue,Adipose tissue,Blood,"Blood - Peripheral - natural killer (NK) lymphocytes,lymphoblastoid cells,T lymphocytes CD8+,B lymphocytes,T lymphocytes (naïve) CD3+CD4+CD8+-CD4+5RA+CD62L+*",Blood - Peripheral helper (CD4+ effector) T-cells,Blood - Tumor derived CD4+ T-cells,Bone marrow - Plasma cells,Colon - Rectum,Heart*,Heart,Heart - Microvascular - Endothelial cells*,Lung*,Lung,Lung - Microvascular - Endothelial cells,Lymph node*,Spleen*,Stomach,Tonsil - CD30 T-cells*,"Tonsil - CD4+ T-cells
*","Tonsil - natural killer cells
",,,,
P43681,,F,F,T,F,P43681,Adipose,Adipose,Amniotic fluid,Blood - Orthochromatophilic normoblast (late erythroblasts),"Blood - Peripheral -  natural killer (NK) lymphocytes,lymphoblastoid cells,T-lymphocytes CD4+ and CD8+,B-lymphocytes*",Blood - Peripheral - CD4+ stem cells memory T-cells*,"Brain - Diencephalon,cerebral cortex*",Brain - Frontal cortex*,"Colon - Rectum,cecum",Heart - Microvascular endothelial cells*,Kidney,Liver*,Liver - Portal triad (portal tract)*,Lung - Microvascular endothelial cells,Muscle - Skeletal - Myotubes,Testis*,Testis,"Tonsil - Tonsillar CD4+ and CD8+ T-cells,natural killer cells",,,,,,
P46092,,F,F,T,F,P46092,Adipose tissue,Blood,Blood,"Blood - Peripheral - CD4+ memory regulatory T-cells,CD4+ effector memory T-cells*","Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD4+ and CD8+,B-lymphocytes*",Bone marrow - Plasma cells,"Brain - Cerebellum,cerebral cortex*","Brain - Cerebellum,primary visual cortex,superior frontal gyrus*",Breast - (mammary gland) stroma cells*,"Colon - Terminal ileum,ascending,sigmoid,rectum*","Heart - Coronary artery smooth muscle cells,artery",Ovary*,Pituitary gland*,Pituitary gland,Placenta - Basal plate (37-40 weeks),Prostate - Prostatic stroma cells,Spleen,Testis,Thyroid - Epithelial cells,,,,,
P46094,,F,F,T,F,P46094,Amniotic fluid,Blood - Peripheral - Lymphocyte*,"Blood - Platelet,orthochromatophilic normoblast",Bone marrow - Plasma cells,Breast - Epithelium cells,Cartilage - Chondrogenic progenitor cells*,Colon - Rectum,Liver - Portal triad*,Lung - Epithelial cells*,Placenta*,Skin*,Small intestine*,Spleen*,Thyroid - Epithelial cells,,,,,,,,,,
P46098,,F,F,T,F,P46098,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,T-lymphocytes - CD4+*",Bone marrow - Plasma cells,Brain - Trigeminal ganglion,Brain - Trigeminal ganglion,Central nervous system - Trigeminal ganglion,Colon - Sigmoid*,Extraembryonic tissue - Amniotic fluid*,Heart - Microvascular - Endothelial cells*,Lung - Microvascular - Endothelial cells and epithelial cells,Oral cavity,Pancreas - Islet of Langerhans*,Penis,Skin - Fibroblasts,Spinal cord - Dorsal root ganglion*,Spinal cord - Spinal ganglion (dorsal root ganglion)*,Appendix - Vermiform,,,,,,,,
P46531,,F,F,T,F,P46531,Amniotic fluid*,Blood,Blood - Granulocyte - neutrophil granulocyte,"Blood - Peripheral - B-lymphocytes,macrophages - CD14+,mononuclear cells (PBMC),and T-lymphocytes - CD8+*",Blood - Peripheral - CD4+ stem cells memory T-cells*,Brain - Temporal lobe and cerebral cortex*,Breast (mammary gland) cells - Epithelial cells,Colon,Colon - Terminal ileum*,Heart*,Heart - Right atrial appendage and left ventricular free wall - Myocardial cells,Liver - Portal triad,Lung*,Lung - Visceral pleura,Lung - Visceral pleura,Lymph node,Mouth - Epithelial cells,Prostate,Spleen*,Thoracic mammary gland,Thyroid,,,
P46663,,F,F,T,F,P46663,Adrenal gland*,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,lymphoblastoid cells,T-lymphocytes - CD8+,CD4+*",Brain - Diencephalon*,Chorion villus cells*,Colon - Terminal ileum*,Eye - Trabecular meshwork cells,Liver,"Lung - Pulmonary fibroblasts pulmonary mucosa cells,pulmonary myofibroblasts",Lymph node,Mouth - Epithelial cells,Placenta*,Placenta,Prostate - Prostatic stroma fibromuscular cells*,Small intestine,testis*,Thyroid,Vagina,,,,,,,
P47211,,F,F,T,F,P47211,Blood - Peripheral - natural killer (NK) lymphocytes*,Blood - Peripheral - natural killer cells,Bone marrow - Endothelium progenitor cells,Bone marrow - Plasma*,Brain - Frontal lobe,Colon - Rectum,Female gonad*,Liver - Portal triad*,Pituitary gland,Thyroid - Epithelial cells,"Tonsil - CD4+ activated/regulatory/resting T cells,CD8+ activated T cells,and natural killer cells*",,,,,,,,,,,,,
P47871,,F,F,T,F,P47871,Blood - Peripheral - Leukocyte*,Blood - Peripheral - Lymphocyte*,Bone - Osteoblast like cells,Bone marrow - Plasma cells,Colon - Rectosigmoid colonic mucosa,Colon - Rectum,Kidney*,Kidney*,Kidney - Medulla,Liver*,Liver*,Liver*,Lung - Epithelial cells,Muscle - Skeletal - Myotubes*,,,,,,,,,,
P47872,,F,F,T,F,P47872,Adipose tissue - Omental,"Blood - Peripheral - natural killer (NK) lymphocytes,T lymphocytes CD8+,T lymphocytes CD4+,B lymphocytes,lymphoblastoid cells*",Blood - Platelet (thrombocyte),Bone marrow - Plasma cells,Colon - Cecum,Jejunum,Kidney*,Kidney,Lung *,Lung -  visceral pleura*,Lung - Cuboidal alveolar type 2 cells (AT2)*,Muscle - Skeletal - Myotubes*,Ovary - Ovarian (surface) epithelium cells,Pancreas*,"Pancreas - Pancreatic islet cells,pancreatic duct (duct of Wirsung),pancreatic islet (islet of Langerhans)*",Testis,Testis,,,,,,,
P47900,,F,F,T,F,P47900,"Blood - Granulocyte,macrophage progenitor (GMP) cells*","Blood - Peripheral - natural killer (NK) lymphocytes,platelets,B-lymphocytes,T-lymphocytes - CD8+,lymphoblastoid cells*",Brain - Dienecephalon*,Colon*,Colon - Rectum,Female gonad,Female gonad,Heart - Cardiomyocyte*,Lung,Lung,Mouth - Epithelial cells,Ovary,Pancreas - Epidermal Langerhans cells,Placenta*,Placenta*,promyelocyte,Prostate gland,Small intestine,Spinal cord*,Thyroid - Epithelial cells,,,,
P47901,,F,F,T,F,P47901,"Blood - natural killer cells,leukocyte*",Blood - Peripheral - natural killer (NK) lymphocytes*,Bone - Growth plate,Bone marrow - Eosinophil granulocyte,Bone marrow - Plasma cells,Colon - Rectum,Eye - Optic nerve head - Astrocytes*,Heart - Aortic valve,Lung - Epithelial cells,Lymph node - Tonsil - T cells*,,,,,,,,,,,,,,
P48039,,F,F,T,F,P48039,Adrenal gland*,Blood - Peripheral blood CD4+ T-large granular lymphocyte,Bone marrow - Plasma cells,"Cartilage - Cartilage cells,chondrogenic progenitor cells","Colon - Rectum,terminal ileum",Eye - Palpebral conjunctiva*,"Eye - Tarsal conjunctiva,conjunctiva*",Heart,Heart - Microvascular - Endothelial cells,Kidney - Renal tubulointerstitium,nasal epithelium*,Placenta*,Testis*,Thyroid - Epithelial cells*,,,,,,,,,,
P48167,,F,F,T,F,P48167,"Blood - Erythroid progenitors CD34+,lymphoblastoid cells,natural killer (NK) lymphocytes*","Brain - Superior frontal gyrus,dorsolateral prefrontal cortex,frontal cortex,prefrontal cortex,postcentral gyrus,Brodmann (1909) area 46,caudate nucleus,amygdala,Ammon's horn,cerebellum*","Brain - Superior frontal gyrus,prefrontal cortex,frontal","Colon -  terminal ileum,ascending,sigmoid*",Heart - Microvascular endothelial cells,Muscle - Skeletal myotubes,,,,,,,,,,,,,,,,,,
P48357,,F,F,T,F,P48357,Alimentary system cells*,"Blood - Lymphoblastoid cells,erythroid progenitors - CD34+*",Bone - Osteoblast,Bone - Trabecular bone tissue,"Bone marrow - Bone marrow stromal cells,bone marrow derived mesenchymal stem cells",Bone marrow - Mesenchymal stem cells,Brain - Diencephalon,"Brain - Trigeminal ganglion,dorsal root ganglion*","Colon - Ascending,terminal ileum,sigmoid*",Endometrium,Endometrium,Heart - Microvascular - Endothelial cells,Liver*,Liver *,"Liver and biliary system - Hepatocyte,hepatic mucosa cells*",Lung*,Lung - Pulmonary microvessel endothelium cells,Lung - Visceral pleura,Ovary,Skin - Upper nates,Spinal cord,,,
P48546,,F,F,T,F,P48546,Blood*,Blood - Peripheral - Leukocyte*,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,and B-lymphocytes *",Brain - Frontal cortex,Colon,Colon - Rectum,Eye - Optic nerve head - Astrocytes,Heart*,Heart*,Lung,Lung,Lung,Lung - Epithelial cells,Muscle - Skeletal - Myotubes*,Pancreas*,Rectus muscle - Medial rectus muscle*,Skeletal system (except bone marrow),Transiliac crest core,Vulva,,,,,
P48551,,F,F,T,F,P48551,Blood*,Blood - Anergic B cells*,Blood - Granulocyte-macrophage progenitor cells*,"Blood - NK cells,B cells*",Blood - Plasmacytoid dendritic cells,Blood - Promyelocyte,Bone - Trabecular bone tissue,Bone marrow - Plasma cells,Brain - Diencephalon,"Colon - Mucosal cells,ascending,sigmoid","Heart - Middle septum,microvascular endothelial cells",Liver,Lung *,Lung - Visceral pleura,Lymph node,Lymph node,Small intestine,Spleen*,Spleen *,Umbilical cord - Mast cells*,,,,
P49146,,F,F,T,F,P49146,Blood - Peripheral - CD8+ memory T-cells,Brain - Ammon's horn,Brain - Ammon's horn,Brain - Brodmann area 22*,Brain - Frontal cortex*,Brain - Postcentral gyrus*,Colon - Cecum and rectum,Heart - Microvascular - Endothelial cells and subendocardial left ventricle*,Liver - Portal triad*,Lung - Lower lobe,Lung - Microvascular - Endothelial cells*,Lung - Upper lobe,Nasopharynx (epipharynx),Thyroid - Epithelial cells,Umbilical cord - Blood - naïve T-lymphocytes - CD3+CD4+CD8+-CD4+5RA+CD62L+,,,,,,,,,
P49190,,F,F,T,F,P49190,"Blood - Peripheral - T-lymphocytes CD4+ and CD8+,B-lymphocytes,natural killer (NK) lymphocytes,lymphoblastoid cells*",Blood -promyelocyte,Bone marrow,Brain*,Brain - Frontal,"Brain - Frontal cortex,dorsolateral prefrontal cortex,Brodmann (1909) area 23*","Brain -Brodmann area 46,pyramidal neuron (hippocampus)*","Colon - Ascending,sigmoid,terminal ileum*",Kidney*,Kidney*,Lung - Microvascular - Endothelial cells,Placenta,Placenta,"Salivary gland - Labial,minor,*",Testis,Thyroid - Epithelial cells,,,,,,,,
P49238,,F,F,T,F,P49238,Blood*,"Blood - Peripheral - Lymphoblastoid cells,mononuclear cells (PBMC),natural killer (NK) lymphocytes,leukocytes,B-lymphocytes,platelets,T-lymphocytes - CD4+,CD8+","Blood - Peripheral blood lymphocyte,peripheral blood mononuclear cells,peripheral blood leukocyte,hematopoietic and immune system cells*",Bone marrow,Bone marrow,Bone marrow - Bone marrow endothelium progenitor cells*,Brain - Cerebrospinal fluid cells,Brain - Frontal,"Brain - Inferior vagus X ganglion,substantia nigra,subthalamic nucleus,hypothalamus,corpus callosum,medulla oblongata,dorsal plus ventral thalamus,ventral tegmental area,amygdala,Brodmann (1909) area 46,occipital lobe,entorhinal cortex,nucleus accumbens,dorsal root ganglion*",Brain - Temporal lobe,"Colon - Terminal ileum,ascending,sigmoid*",Heart - Microvascular - Endothelial cells*,Intestine - Large intestine,Kidney - Renal cortex,Lung*,Lung - Lower lobe of lung,Spinal cord*,Thoracic mammary gland,Thyroid,,,,,
P49286,,F,F,T,F,P49286,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+,CD4+,lymphoblastoid cells*",Blood - Peripheral blood natural killer T-cells*,"Colon - Rectum,",Liver - Portal triad (portal tract),Lung - Microvascular - Endothelial cells*,Muscle - Skeletal - Myotubes,Placenta,"Tonsil - Tonsillar CD8+ resting T-cells,tonsillar CD4+ resting T-cells,tonsillar CD4+ activated T-cells,tonsillar CD4+ regulatory T-cells,tonsillar CD8+ activated T-cells,tonsillar CD4+ T-cells,tonsillar natural killer cells*",,,,,,,,,,,,,,,,
P49682,,F,F,T,F,P49682,"Blood - Peripheral - B-lymphocytes,lymphoblastoid cells,T-lymphocytes - CD4+,T-lymphocytes (naïve) - CD3+CD4+CD8+-CD4+5RA+CD62L+*","Blood - Peripheral blood CD4+ effector memory T-cells,tumor derived CD8+ T-cells,peripheral blood tumor specific CD8+ effector T-cells,peripheral blood CD4+ resting T-cells,tonsillar activated T-cells (unspecified),peripheral blood helper (CD4+ effector) T-cells,plasmacytoid dendritic cells*",Colon*,Colon,Colon - Rectum,Heart - Microvascular - Endothelial cells*,Lung,Lung - Microvascular - Endothelial cells,Lymph node*,Muscle - Skeletal - Myotubes,Skin - Zone of skin,Skin - Zone of skin,Small intestine,Spleen*,Synovial fluid mononuclear cells*,Tongue,Vagina*,,,,,,,
P49682,,F,F,T,F,P49682,Blood*,Blood - Dendritic cells,"Blood - Peripheral - B-lymphocytes,T-lymphocytes - CD4+,lymphoblastoid cells*",Blood - T cells*,Colon - Rectum,Heart - Microvascular - Endothelial cells*,Lung - Microvascular - Endothelial cells,Lymph node*,Lymph node - Tonsil T cells,Muscle - Skeletal - Myotubes,Skin,Skin,Small intestine,Spleen*,Synovial fluid mononuclear cells*,Vagina*,,,,,,,,
P49683,,F,F,T,F,P49683,"Blood - CD8+,Cd4 cells,NK cells,B cells,lymphoblastoid cells*",Brain - Pituitary gland,Brain - Pituitary gland,"Brain - Pituitary,globus pallidus","Brain - Pituitary,occupital lobe,cerebral meninges,cerebral cortex,amygdala,putamen",Colon - Rectum,"Heart - R atrial appendage myocytes,L ventricular free wall myocytes",Liver - Portal triad,P49683*,Pancreas - Islet cells,Placenta - Basal plate*,PrRPR*,Skin - Epidermal keratinocyte,Tongue - Squamous epithelium,Umbilical cord - Mesenchymal stem cells,Uterus - Endometrium,Vagina,,,,,,,
P50052,,F,F,T,F,P50052,Blood - PeripheralT-lymphocytes (naïve) - CD3+CD4+CD8+-CD4+5RA+CD62L+,Bone marrow  - Endothelium progenitor cells,Endometrium,Endometrium,Growth plate,Heart - Microvascular endothelial cells*,Kidney - Metanephros*,Lung*,Lung,Lung - Microvascular endothelial cells*,Lung -cuboidal alveolar type 2 cells (AT2)*,Myometrium*,Nose - nasopharynx (epipharynx) epithelial cells,Thyroid - Epithelial cells,Tongue - Squamous epithelium cells*,Umbilical cord - Blood - T-lymphocytes (naïve) - CD3+CD4+CD8+-CD4+5RA+CD62L+,Visceral pleura,,,,,,,
P50391,,F,F,T,F,P50391,Adrenal gland*,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+ & CD4+,and mononuclear cells (PBMC)*",Brain - Diencephalon*,Growth plate,Liver,Liver - Portal triad*,Lung - Epithelial cells,Lymph node,Muscle - Skeletal - Myotubes,Pancreas - Islet cells*,Peripheral blood - CD4+ stem cells memory T-cells,Placenta - Basal plate (37-40 weeks)*,Small intestine,Thyroid - Epithelial cells,Tonsil - CD8+ resting T-cells,,,,,,,,,
P51575,,F,F,T,F,P51575,Prostate gland*,Adipose tissue,Blood,"Blood - Peripheral - Platelets,T-lymphocytes - CD8+,CD4+,hematopoietic stem and progenitor cells - CD34+,natural killer (NK) lymphocytes*","Blood - Platelet (thrombocyte),neutrophil granulocyte",Bone marrow*,Bone marrow - Bone marrow mononuclear cells,Bone marrow - Plasma cells*,Heart,Lung,Lung - Epithelial cells,Placenta,Placenta,Placenta - Basal plate (37-40 weeks),Prostate*,Saphenous vein*,Small intestine*,Smooth muscle,Thyroid,Umbilical cord*,,,,
P51582,,F,F,T,F,P51582,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+*",Bone - Cartilage cells*,Brain - Coronary artery,Chondrogenic progenitor cells*,Heart - Subendocardial left ventricle,"Lung - Epithelial cells,microvascular - Endothelial cells*",Lung - Lower lobe of lung*,Pars compacta,Pharynx - nasopharynx (epipharynx),Placenta - Basal plate (37-40 weeks),Stomach*,Thyroid - Epithelial cells,Uterus*,,,,,,,,,,,
P51677,,F,F,T,F,P51677,Adipose tissue - Omental*,Bladder,Blood*,Blood *,"Blood - Eosinophil granulocyte,monocyte*","Blood -lymphoblastoid cells,natural killer (NK) lymphocytes,leukocytes*",Bone - Marrow mononuclear cells*,Bone marrow*,Colon - Appendix*,Colon - Rectum,Liver,Lung - Epithelial cells,Small intestine,Thyroid - Epithelial cells,,,,,,,,,,
P51679,,F,F,T,F,P51679,"Blood - Peripheral - CD4+ central memory T-cells,CD4+ resting T-cells,CD4+ memory regulatory T-cells,CD4+ activated T-cells,CD4+ regulatory T-cells*","Blood - T-lymphocytes - CD4+,T-lymphocytes - CD8+,natural killer (NK) lymphocytes,lymphoblastoid cells,and B-lymphocytes*",Eye - Optic nerve head - Astrocytes*,Lung,Lung - Epithelial cells,Placenta - Basal plate (37-40 weeks),Spleen*,Testis*,Umbilical cord - Vein - Vascular endothelial cells (HUVEC),,,,,,,,,,,,,,,
P51681,,F,F,T,F,P51681,Blood*,Blood - Peripheral - B-lymphocytes*,"Blood - Peripheral - Tumour specific CD8+ effector T-cells,monocyte derived macrophage,monocyte derived dendritic cells,helper (CD4+ effector) T-cells,and macrophage*",Brain - Cerebrospinal fluid cells,Intestine - Small,Lung,Lung - Epithelial cells,"Lung - Visceral pleura,parietal pleura,epithelium of bronchus*",Lymph node*,Placenta - Basal plate (37-40 weeks),Spleen*,Stomach,Synovium - Synovial fluid mononuclear cells,Thyroid,Thyroid gland,Thyroid gland,Tumour - CD8+ T-cells*,Umbilical cord - Mast cells*,Uterus - Myometrium,ye - Palpebral conjunctiva,,,,
P51684,,F,F,T,F,P51684,Adrenal gland*,B-cells,"Blood - Anergic B-cells,naïve B-cells,CD4+ memory regulatory T-cells,CD4+ effector memory T-cells,CD4+ memory T-cells*",Blood - Lymphoblastoid cells and hematopoietic stem and progenitor cells - CD34+*,Bone marrow - CD4+ T-cells,Brain - Diencephalon*,Colon - Ascending*,Colon - Terminal ileum,Intestine - Small,Liver,Lung - Microvascular - Endothelial cells,Lymph node,Skin - Epidermal Langerhans cells*,Skin - Fibroblasts,,,,,,,,,,
P51685,,F,F,T,F,P51685,Adrenal gland*,"Blood - Peripheral - natural killer (NK) lymphocytes,lymphoblastoid cells,B-lymphocytes*","Blood - Peripheral blood CD4+ memory regulatory T-cells,peripheral blood CD4+ regulatory T-cells,tumor derived CD4+ T-cells,lymph node CD4+ T-cells,peripheral blood helper (CD4+ effector) T-cells*",Bone marrow - Plasma cells*,Colon - Sigmoid,Lung - Epithelial cells*,Mouth - Epithelial cells,Pharynx - nasopharynx (epipharynx)*,Stomach*,Thyroid - Epithelial cells,,,,,,,,,,,,,,
P51686,,F,F,T,F,P51686,Blood*,Blood - Peripheral - CD4+ activated T-cells,Blood - Peripheral - CD4+ effector memory T-cells,Blood - Peripheral - CD4+ memory regulatory T-cells*,Blood - Peripheral - CD4+ memory T-cells,"Blood - Peripheral - T-lymphocytes - CD8+ and CD4+,B-lymphocytes,natural killer (NK) lymphocytes,and lymphoblastoid cells*",Colon - Ascending and sigmoid,Heart - Middle septum*,Lung - Lower lobe,Lung - Lower lobe,Lung - Upper lobe,Mouth - Epithelial cells,Thymus - Thymocyte*,Thyroid - Epithelial cells,Zone of skin*,,,,,,,,,
P54753,,F,F,T,F,P54753,"Blood - Peripheral - T lymphocytes CD8+,lymphoblastoid cells,T lymphocytes CD4+,natural killer (NK) lymphocytes*","Brain - Cerebellum,temporal lobe*",Breast (mammary gland) - Epithelium cells*,Cervix,Colon*,Embryo,Epidermis - Keratinocyte,Female gonad,"Heart - Microvascular - Endothelial cells,middle septum",Lung - Epithelium of bronchus,Lung - Microvascular - Endothelial cells*,Mammary gland - Epithelium*,Nasal cavity - Epithelium cells,Oral mucosa - Buccal epithelium*,Ovary,Pancreas,Parotid gland,Parotid gland,Prostate,Skin - Upper nates,Stomach*,,,
P54756,,F,F,T,F,P54756,Adipose tissue - Omental,Blood - Aortic (vascular) smooth muscle cells,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,CD4+,B-lymphocytes,lymphoblastoid cells*","Brain - Cerebral cortex,diencephalon*","Brain - Cerebral cortex,frontal cortex,dorsolateral prefrontal cortex,Brodmann (1909) area 46,superior frontal gyrus,temporal lobe,caudate nucleus,Ammon's horn,prefrontal cortex,entorhinal cortex,middle temporal gyrus,cerebellum,primary visual cortex,Brodmann (1909) area 23,postcentral gyrus,orbitofrontal cortex*","Brain - Hippocampus,Brodmann area 46,hippocampus,temporal lobe*","Colon - Ascending,sigmoid,terminal ileum*",Endometrium,Eye - Fetal retina*,Female gonad*,Heart - Microvascular - Endothelial cells,Liver,Lung - Microvascular - Endothelial cells,Ovary,Prostate gland,Prostate gland,Spinal cord*,Spinal cord,Thyroid,,,,,
P54760,,F,F,T,F,P54760,Adrenal gland,Adrenal gland,Adrenal gland - Cortex,Blood - Erythroid progenitor cells,Blood - Lymphoblastoid cells*,Blood vessels - Microvascular endothelium cells,Brain*,Colon *,Female gonad,Female gonad,Heart - Microvascular - Endothelial cells,Liver,Liver - Portal triad*,Lung - Microvascular - Endothelial cells,Lymph node - Tonsil T cells*,Ovary,Placenta*,Placenta*,Placenta - Basal plate (37-40 weeks),Spleen,Uterus*,,,
P54762,,F,F,T,F,P54762,Blood - Erythroid progenitors - CD34+*,"Blood - Plasmacytoid dendritic cells,neutrophil granulocyte*","Brain - Cerebellum,temporal lobe,frontal cortex,cerebral cortex,primary visual cortex,caudate nucleus,Brodmann (1909) area 23,prefrontal cortex,middle temporal gyrus,Ammon's horn,dorsolateral prefrontal cortex,and cerebellar vermis*","Brain - Cerebellum,associative striatum,postcentral gyrus,middle temporal gyrus,dorsal striatum,superior frontal gyrus,metencephalon*","Brain - Diencephalon,temporal lobe,caudate nucleus,and cerebellum*",Colon - Ascending,Colon - Sigmoid,Eye - Optic nerve head - Astrocytes,Fallopian tube*,Female gonad,Liver,Liver,Lung - Microvascular - Endothelial cells,Skeletal muscle,Testis*,Testis,Thyroid,Thyroid gland*,,,,,,
